X1-1,X1-2,X2-1,X2-2,X2-3,X3-1,X3-2,X3-3,X3-4,X4-1,X4-2,X4-3,X4-4,X4-5,X4-6,X4-7,X5-1,X5-2,X5-3,X5-4,X5-5,X5-6,X5-7,X5-8,X5-9,X5-10,X5-11,X5-12,X5-13,X5-14,X5-15,X5-16,X5-17,X5-18,X5-19,X5-20,X5-21,X5-22,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,Y
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033380405,54,66,125,3,2,0.55,8,1600,10,0.7,1378.523104
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033685856,54,66,125,3,2,0.55,8,1600,10,0.7,1386.801851
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03373533,54,66,125,3,2,0.55,8,1600,10,0.7,1373.849457
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033885634,54,66,125,3,2,0.55,8,1600,10,0.7,1454.337728
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03412881,54,66,125,3,2,0.55,8,1600,10,0.7,1388.965296
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03414732,54,66,125,3,2,0.55,8,1600,10,0.7,1376.202408
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034158832,54,66,125,3,2,0.55,8,1600,10,0.7,1431.984254
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034231894,54,66,125,3,2,0.55,8,1600,10,0.7,1439.969003
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034254367,54,66,125,3,2,0.55,8,1600,10,0.7,1346.971602
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034430905,54,66,125,3,2,0.55,8,1600,10,0.7,1378.221702
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034449972,54,66,125,3,2,0.55,8,1600,10,0.7,1380.104658
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03449757,54,66,125,3,2,0.55,8,1600,10,0.7,1402.534837
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034527014,54,66,125,3,2,0.55,8,1600,10,0.7,1383.347807
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034609541,54,66,125,3,2,0.55,8,1600,10,0.7,1387.716589
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034705247,54,66,125,3,2,0.55,8,1600,10,0.7,1360.416272
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034808671,54,66,125,3,2,0.55,8,1600,10,0.7,1364.875555
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03482715,54,66,125,3,2,0.55,8,1600,10,0.7,1380.107545
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035133665,54,66,125,3,2,0.55,8,1600,10,0.7,1399.936974
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035140395,54,66,125,3,2,0.55,8,1600,10,0.7,1444.152554
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035146488,54,66,125,3,2,0.55,8,1600,10,0.7,1392.016935
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035284206,54,66,125,3,2,0.55,8,1600,10,0.7,1389.360725
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035286202,54,66,125,3,2,0.55,8,1600,10,0.7,1383.479422
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035319519,54,66,125,3,2,0.55,8,1600,10,0.7,1387.409514
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035347635,54,66,125,3,2,0.55,8,1600,10,0.7,1381.153733
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035405202,54,66,125,3,2,0.55,8,1600,10,0.7,1384.510756
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035517246,54,66,125,3,2,0.55,8,1600,10,0.7,1378.809881
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035752634,54,66,125,3,2,0.55,8,1600,10,0.7,1371.568933
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036095507,54,66,125,3,2,0.55,8,1600,10,0.7,1383.278151
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036172288,54,66,125,3,2,0.55,8,1600,10,0.7,1374.29172
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036246157,54,66,125,3,2,0.55,8,1600,10,0.7,1330.752012
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036773183,54,66,125,3,2,0.55,8,1600,10,0.7,1383.70032
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037572613,54,66,125,3,2,0.55,8,1600,10,0.7,1388.591076
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037618695,54,66,125,3,2,0.55,8,1600,10,0.7,1370.067759
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037638209,54,66,125,3,2,0.55,8,1600,10,0.7,1348.717994
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038092232,68,66,125,3,2,0.55,8,1600,10,0.7,1426.506715
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038345353,68,66,125,3,2,0.55,8,1600,10,0.7,1421.471079
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03899441,54,66,125,3,2,0.55,8,1600,10,0.7,1371.831425
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039820114,54,66,125,3,2,0.55,8,1600,10,0.7,1382.528279
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039968688,68,66,125,3,2,0.55,8,1600,10,0.7,1380.628658
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040055655,54,66,125,3,2,0.55,8,1600,10,0.7,1360.713217
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042559482,54,66,125,3,2,0.55,8,1600,10,0.7,1380.092456
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042719172,54,66,125,3,2,0.55,8,1600,10,0.7,1386.261228
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042843984,54,66,125,3,2,0.55,8,1600,10,0.7,1373.231083
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043411689,68,66,125,3,2,0.55,8,1600,10,0.7,1404.397663
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044875445,54,66,125,3,2,0.55,8,1600,10,0.7,1391.779278
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045686157,63,92,110,3,4,0.55,8,832,10,0.7,1317.775534
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046347222,63,92,110,3,4,0.55,8,832,10,0.7,1282.372506
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046460196,63,92,110,3,4,0.55,8,832,10,0.7,1311.084869
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04710057,63,92,110,3,4,0.55,8,832,10,0.7,1275.799908
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047630129,63,92,110,3,4,0.55,8,832,10,0.7,1315.157935
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047702555,63,92,110,3,4,0.55,8,832,10,0.7,1287.36137
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048217421,63,92,110,3,4,0.55,8,832,10,0.7,1305.973718
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052072889,63,92,110,3,4,0.55,8,832,10,0.7,1201.843823
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081812191,54,66,125,3,2,0.55,8,1600,10,0.7,1379.087753
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059440828,409,139,335,14,4.1,0.61,26,240,32,0.6,269.129117
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099794798,376,330,160,10.8,10.8,0.4,12,120,27,0.6,320.0790709
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107444653,409,139,335,14,4.1,0.61,26,240,32,0.6,268.8868513
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107634574,409,139,335,14,4.1,0.61,26,240,32,0.6,272.3285003
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107898002,409,139,335,14,4.1,0.61,26,240,32,0.6,270.4819204
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108331362,409,139,335,14,4.1,0.61,26,240,32,0.6,272.3206387
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108403292,409,139,335,14,4.1,0.61,26,240,32,0.6,274.7088352
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108490777,409,139,335,14,4.1,0.61,26,240,32,0.6,274.2045116
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108772675,409,139,335,14,4.1,0.61,26,240,32,0.6,272.5464517
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109119569,409,139,335,14,4.1,0.61,26,240,32,0.6,273.4199441
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10962766,409,139,335,14,4.1,0.61,26,240,32,0.6,268.8271731
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10972048,409,139,335,14,4.1,0.61,26,240,32,0.6,270.8202712
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109934077,409,139,335,14,4.1,0.61,26,240,32,0.6,270.315719
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110700081,409,139,335,14,4.1,0.61,26,240,32,0.6,271.5745624
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12960405,73,73,50,14.5,14.95,0.695,41,56,97,0.6,403.0276376
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146908257,409,139,335,14,4.1,0.61,26,240,32,0.6,270.3980686
1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088187324,73,73,50,14.5,14.95,0.695,41,56,97,0.6,169.0714705
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06356623,51,139,50,11.1,11.1,0.65,28,120,29,0.6,111.8739161
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06356623,51,139,50,11.1,11.1,0.65,28,120,32,0.6,111.8739161
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075758666,51,139,50,11.1,11.1,0.65,28,120,29,0.6,287.2737038
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075758666,51,139,50,11.1,11.1,0.65,28,120,32,0.6,287.2737038
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103285991,73,73,50,18.24,10.74,1.06,28,72,27,0.6,304.5332945
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113375213,51,139,50,11.1,11.1,0.65,28,120,29,0.6,254.0087416
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113375213,51,139,50,11.1,11.1,0.65,28,120,32,0.6,254.0087416
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226608287,73,73,50,18.04,10.54,0.825,41,72,86,0.6,246.5646462
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22871432,73,73,50,18.04,10.54,0.825,41,72,86,0.6,252.7083916
1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095521634,73,73,50,18.04,10.54,0.825,41,72,86,0.6,304.463673
1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110228618,51,139,50,11.1,11.1,0.65,28,120,29,0.6,263.4337943
1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110228618,51,139,50,11.1,11.1,0.65,28,120,32,0.6,263.4337943
1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11608923,51,139,50,11.1,11.1,0.65,28,120,29,0.6,262.697386
1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11608923,51,139,50,11.1,11.1,0.65,28,120,32,0.6,262.697386
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124803948,294,298,150,8.9,11.8,0.826,16,126,24,0.6,34.61538462
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078905169,294,298,150,8.9,11.8,0.84,16,126,24,0.6,262.7426402
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088904629,139,51,50,16,3.7,1,34,238,29,0.6,30.35929572
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129936283,138,102,50,11.1,11.1,0.63,44,120,59,0.6,269.7225863
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130475672,138,102,50,11.1,11.1,0.63,44,120,59,0.6,285.636401
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131072491,138,102,50,11.1,11.1,0.63,44,120,59,0.6,284.251231
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131894406,138,102,50,11.1,11.1,0.63,44,120,59,0.6,285.8610702
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132286595,138,102,50,11.1,11.1,0.63,44,120,59,0.6,286.6696692
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132840023,138,102,50,11.1,11.1,0.63,44,120,59,0.6,283.1091691
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133680222,138,102,50,11.1,11.1,0.63,44,120,59,0.6,274.3995486
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135526464,138,102,50,11.1,11.1,0.63,44,120,59,0.6,284.3867007
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1358985,138,102,50,11.1,11.1,0.63,44,120,59,0.6,270.0601634
